order_id,user_id,merchant_id,order_date,order_value,promo_applied,delivery_time_min,is_late_delivery,support_contact_flag,is_first_order
O0000176,U000060,M0248,2025-11-25,29.31,False,18,False,False,False
O0000177,U000060,M0249,2025-12-07,23.61,False,30,False,False,False
O0000178,U000061,M0180,2026-02-19,27.43,False,32,False,True,True
O0000179,U000061,M0132,2026-03-01,22.02,True,33,False,False,False
O0000180,U000062,M0032,2025-08-22,21.41,True,39,False,False,True
O0000181,U000062,M0010,2025-09-09,21.03,False,45,False,False,False
O0000182,U000062,M0035,2025-09-28,20.51,True,23,False,False,False
O0000183,U000062,M0084,2025-10-10,18.84,True,33,False,False,False
O0000184,U000063,M0062,2025-08-23,25.62,True,27,False,False,True
O0000185,U000063,M0085,2025-09-13,23.96,False,45,False,False,False
O0000186,U000063,M0075,2025-10-12,32.86,False,20,False,False,False
O0000187,U000064,M0252,2025-09-07,27.71,False,34,False,False,True
O0000188,U000065,M0175,2025-07-26,31.23,True,21,False,False,True
O0000189,U000065,M0174,2025-08-22,14.16,False,37,False,False,False
O0000190,U000065,M0129,2025-09-14,20.96,False,24,False,False,False
O0000191,U000066,M0148,2025-12-15,14.79,True,31,False,False,True
O0000192,U000067,M0012,2026-03-15,35.67,False,47,True,False,True
O0000193,U000068,M0283,2025-07-28,24.2,True,36,False,False,True
O0000194,U000069,M0133,2026-03-31,17.75,False,50,True,False,True
O0000195,U000070,M0174,2025-08-07,19.25,True,38,False,False,True
O0000196,U000070,M0171,2025-08-30,21.29,True,40,False,False,False
O0000197,U000070,M0150,2025-09-13,31.74,False,44,False,False,False
O0000198,U000070,M0135,2025-09-30,18.38,False,33,False,False,False
O0000199,U000071,M0246,2026-02-23,20.39,True,30,False,False,True
O0000200,U000071,M0258,2026-03-13,21.34,False,32,False,False,False
O0000201,U000071,M0243,2026-03-21,14.37,True,27,False,False,False
O0000202,U000072,M0119,2025-10-14,14.83,False,25,False,False,True
O0000203,U000073,M0220,2026-02-28,26.21,True,39,False,False,True
O0000204,U000073,M0194,2026-03-16,20.13,False,25,False,False,False
O0000205,U000074,M0295,2026-03-31,11.54,False,43,False,False,True
O0000206,U000075,M0072,2026-03-31,28.12,True,38,False,False,True
O0000207,U000076,M0283,2025-10-13,31.14,False,41,False,False,True
O0000208,U000076,M0280,2025-10-20,27.48,False,43,False,False,False
O0000209,U000076,M0297,2025-10-27,23.71,True,20,False,False,False
O0000210,U000076,M0299,2025-11-06,23.1,False,48,True,False,False
O0000211,U000076,M0278,2025-11-12,33.36,False,41,False,False,False
O0000212,U000076,M0286,2025-11-24,24.75,False,18,False,False,False
O0000213,U000076,M0292,2025-12-02,21.62,True,33,False,False,False
O0000214,U000076,M0275,2025-12-14,28.28,False,27,False,False,False
O0000215,U000076,M0286,2025-12-18,15.21,False,40,False,False,False
O0000216,U000077,M0192,2025-08-29,10.8,True,41,False,False,True
O0000217,U000077,M0217,2025-09-24,14.09,True,22,False,False,False
O0000218,U000077,M0219,2025-10-15,32.96,False,40,False,False,False
O0000219,U000078,M0075,2025-12-21,34.87,True,32,False,False,True
O0000220,U000079,M0165,2025-09-14,15.04,True,49,False,False,True
O0000221,U000080,M0035,2025-12-23,19.72,True,32,False,False,True
O0000222,U000080,M0004,2026-01-01,19.49,False,27,False,False,False
O0000223,U000080,M0103,2026-01-09,18.39,False,33,False,False,False
O0000224,U000080,M0117,2026-01-14,30.53,True,41,False,False,False
O0000225,U000080,M0038,2026-01-25,21.88,True,27,False,False,False
O0000226,U000080,M0092,2026-02-02,13.71,True,46,True,False,False
O0000227,U000081,M0253,2025-10-04,26.15,True,18,False,False,True
O0000228,U000082,M0286,2025-11-25,32.03,True,33,False,False,True
O0000229,U000082,M0269,2025-12-25,33.38,True,34,False,False,False
O0000230,U000083,M0114,2025-09-18,17.05,True,53,True,True,True
O0000231,U000083,M0070,2025-09-29,8.33,False,34,False,False,False
O0000232,U000083,M0066,2025-10-20,30.16,False,61,True,False,False
O0000233,U000083,M0056,2025-11-17,44.64,True,39,False,False,False
O0000234,U000084,M0063,2025-11-21,26.08,True,42,False,False,True
O0000235,U000085,M0159,2025-07-14,31.61,True,37,False,False,True
O0000236,U000085,M0164,2025-08-02,15.44,False,34,False,False,False
O0000237,U000085,M0136,2025-08-30,20.78,False,38,False,False,False
O0000238,U000086,M0136,2025-09-28,15.41,False,43,False,True,True
O0000239,U000086,M0128,2025-10-08,18.87,False,18,False,False,False
O0000240,U000086,M0163,2025-10-19,10.0,True,35,False,False,False
O0000241,U000086,M0130,2025-10-23,21.26,True,34,False,False,False
O0000242,U000086,M0160,2025-10-29,19.48,False,24,False,False,False
O0000243,U000086,M0150,2025-11-04,25.48,False,38,False,False,False
O0000244,U000086,M0155,2025-11-12,22.01,False,57,True,False,False
O0000245,U000086,M0167,2025-11-22,25.08,False,37,False,False,False
O0000246,U000086,M0148,2025-12-01,20.83,False,38,False,False,False
O0000247,U000086,M0121,2025-12-08,20.11,False,23,False,False,False
O0000248,U000086,M0132,2025-12-17,23.17,False,33,False,False,False
O0000249,U000087,M0170,2025-12-14,17.43,False,32,False,False,True
O0000250,U000088,M0054,2025-09-07,21.46,False,37,False,False,True
O0000251,U000088,M0083,2025-10-06,24.56,False,57,False,False,False
O0000252,U000089,M0068,2026-01-30,17.29,False,30,False,False,True
O0000253,U000089,M0028,2026-02-24,12.24,True,51,False,False,False
O0000254,U000090,M0173,2025-08-30,28.48,True,34,False,False,True
O0000255,U000091,M0030,2026-02-12,21.84,True,41,False,False,True
O0000256,U000091,M0087,2026-03-13,18.18,False,55,True,True,False
O0000257,U000092,M0252,2025-12-30,28.0,False,33,False,False,True
O0000258,U000092,M0254,2026-01-10,15.59,False,35,False,False,False
O0000259,U000092,M0262,2026-02-01,19.41,False,39,False,False,False
O0000260,U000092,M0250,2026-02-19,32.43,False,30,False,False,False
O0000261,U000093,M0037,2026-03-25,21.13,True,48,True,False,True
O0000262,U000094,M0171,2025-08-13,32.28,True,44,False,False,True
O0000263,U000094,M0146,2025-08-17,16.69,False,18,False,False,False
O0000264,U000094,M0121,2025-08-24,32.63,False,22,False,False,False
O0000265,U000094,M0144,2025-09-05,18.61,False,30,False,False,False
O0000266,U000094,M0140,2025-09-14,31.9,True,42,False,False,False
O0000267,U000094,M0177,2025-09-23,10.0,True,25,False,False,False
O0000268,U000094,M0163,2025-10-03,24.91,False,26,False,False,False
O0000269,U000094,M0167,2025-10-13,22.56,False,38,False,False,False
O0000270,U000094,M0177,2025-10-22,28.18,False,28,False,False,False
O0000271,U000094,M0132,2025-11-03,21.92,False,30,False,False,False
O0000272,U000094,M0152,2025-11-14,24.82,False,56,True,False,False
O0000273,U000094,M0140,2025-11-25,33.79,False,45,False,False,False
O0000274,U000095,M0049,2025-07-27,34.43,False,42,False,False,True
O0000275,U000095,M0103,2025-08-06,15.96,False,44,False,False,False
O0000276,U000095,M0005,2025-08-24,33.74,False,34,False,False,False
O0000277,U000096,M0087,2025-11-01,29.58,True,18,False,False,True
O0000278,U000096,M0022,2025-11-21,22.15,False,42,False,False,False
O0000279,U000096,M0075,2025-12-06,32.52,False,58,True,False,False
O0000280,U000096,M0020,2025-12-27,18.57,False,31,False,False,False
O0000281,U000097,M0030,2025-07-29,15.9,True,20,False,False,True
O0000282,U000097,M0045,2025-08-08,16.79,False,39,False,False,False
O0000283,U000097,M0021,2025-08-27,24.37,False,30,False,False,False
O0000284,U000097,M0014,2025-09-08,33.11,True,22,False,False,False
O0000285,U000097,M0015,2025-09-24,18.27,True,32,False,False,False
O0000286,U000097,M0106,2025-10-14,23.51,True,25,False,False,False
O0000287,U000097,M0018,2025-10-29,8.0,False,25,False,False,False
O0000288,U000098,M0089,2025-07-12,18.64,False,49,True,True,True
O0000289,U000098,M0020,2025-08-03,14.62,False,25,False,False,False
O0000290,U000098,M0120,2025-08-13,36.05,True,40,False,False,False
O0000291,U000098,M0016,2025-08-23,38.69,True,33,False,False,False
O0000292,U000099,M0059,2025-11-29,18.81,False,32,False,False,True
O0000293,U000099,M0080,2025-12-22,26.28,False,26,False,False,False
O0000294,U000099,M0070,2026-01-18,17.41,False,38,False,False,False
O0000295,U000100,M0271,2025-10-19,32.45,True,36,False,False,True
O0000296,U000100,M0266,2025-11-13,10.72,True,51,False,False,False
O0000297,U000100,M0278,2025-12-08,37.92,False,26,False,False,False
O0000298,U000100,M0287,2026-01-05,21.23,False,31,False,False,False
O0000299,U000101,M0151,2026-01-28,26.42,False,38,False,False,True
O0000300,U000102,M0104,2025-07-29,28.11,True,37,False,False,True
O0000301,U000103,M0111,2026-01-08,15.57,False,24,False,False,True
O0000302,U000103,M0073,2026-01-18,35.8,True,44,False,False,False
O0000303,U000103,M0078,2026-01-28,17.38,False,23,False,False,False
O0000304,U000103,M0071,2026-02-08,36.03,False,32,False,False,False
O0000305,U000103,M0082,2026-02-16,28.95,True,29,False,False,False
O0000306,U000104,M0076,2026-03-02,41.13,False,53,True,False,True
O0000307,U000104,M0111,2026-03-10,20.8,True,21,False,False,False
O0000308,U000105,M0059,2025-12-11,13.97,True,48,True,True,True
O0000309,U000105,M0034,2025-12-22,18.68,False,43,False,False,False
O0000310,U000106,M0209,2025-11-12,10.0,True,40,False,False,True
O0000311,U000106,M0209,2025-11-17,24.16,False,37,False,False,False
O0000312,U000106,M0207,2025-11-25,21.1,False,40,False,False,False
O0000313,U000106,M0198,2025-12-01,32.36,True,33,False,False,False
O0000314,U000106,M0195,2025-12-11,21.73,False,43,False,False,False
O0000315,U000106,M0217,2025-12-16,15.75,False,29,False,False,False
O0000316,U000106,M0212,2025-12-21,18.38,True,28,False,False,False
O0000317,U000107,M0093,2025-11-05,35.72,True,53,True,False,True
O0000318,U000107,M0028,2025-11-19,15.47,True,36,False,False,False
O0000319,U000108,M0111,2025-10-10,9.13,False,45,False,False,True
O0000320,U000108,M0109,2025-10-18,21.67,True,24,False,False,False
O0000321,U000108,M0050,2025-11-02,16.17,True,31,False,False,False
O0000322,U000108,M0003,2025-11-20,8.0,True,44,False,False,False
O0000323,U000108,M0075,2025-12-08,36.21,True,42,False,False,False
O0000324,U000109,M0181,2025-08-26,13.25,True,27,False,False,True
O0000325,U000109,M0214,2025-09-16,17.62,True,35,False,False,False
O0000326,U000109,M0207,2025-09-30,23.83,False,43,False,False,False
O0000327,U000110,M0107,2025-12-16,16.06,True,19,False,False,True
O0000328,U000110,M0013,2025-12-23,10.19,True,50,False,False,False
O0000329,U000110,M0095,2025-12-31,27.21,False,31,False,False,False
O0000330,U000110,M0114,2026-01-20,20.7,True,47,True,False,False
O0000331,U000110,M0023,2026-01-31,14.2,True,31,False,False,False
O0000332,U000110,M0108,2026-02-12,18.6,True,42,False,False,False
O0000333,U000110,M0103,2026-02-27,23.86,True,49,True,False,False
O0000334,U000111,M0206,2025-10-18,21.57,True,42,False,False,True
O0000335,U000111,M0181,2025-10-27,36.73,False,25,False,False,False
O0000336,U000111,M0193,2025-11-01,22.0,False,52,True,True,False
O0000337,U000111,M0207,2025-11-12,27.56,True,36,False,False,False
O0000338,U000111,M0201,2025-11-18,33.45,False,30,False,False,False
O0000339,U000111,M0184,2025-11-30,23.65,False,34,False,False,False
O0000340,U000111,M0203,2025-12-11,24.75,False,54,True,False,False
O0000341,U000111,M0201,2025-12-20,27.64,False,39,False,False,False
O0000342,U000112,M0282,2025-11-29,15.51,False,22,False,False,True
O0000343,U000113,M0148,2025-11-24,20.97,True,39,False,False,True
O0000344,U000113,M0165,2025-12-17,29.67,True,27,False,False,False
O0000345,U000113,M0159,2026-01-02,31.58,False,34,False,False,False
O0000346,U000113,M0129,2026-01-14,23.19,True,43,False,False,False
O0000347,U000114,M0176,2025-11-04,18.5,False,24,False,False,True
O0000348,U000114,M0165,2025-12-02,8.0,False,22,False,False,False
O0000349,U000115,M0007,2025-10-18,24.35,False,49,True,False,True
O0000350,U000115,M0101,2025-11-03,21.2,True,43,False,False,False
O0000351,U000115,M0040,2025-11-23,20.76,True,36,False,False,False
O0000352,U000115,M0001,2025-12-06,16.42,False,40,False,False,False
O0000353,U000115,M0067,2025-12-14,24.03,True,41,False,False,False
O0000354,U000115,M0059,2025-12-29,21.36,False,21,False,False,False
O0000355,U000116,M0230,2025-12-13,16.8,False,41,False,False,True
O0000356,U000116,M0265,2026-01-07,14.97,False,31,False,False,False
O0000357,U000116,M0228,2026-01-18,14.8,False,32,False,False,False
O0000358,U000117,M0067,2025-07-27,17.83,True,44,False,False,True
O0000359,U000117,M0051,2025-08-23,30.91,True,33,False,False,False
O0000360,U000117,M0089,2025-09-04,21.27,False,50,True,False,False
O0000361,U000117,M0047,2025-09-19,19.84,False,23,False,False,False
O0000362,U000118,M0227,2025-09-03,24.74,False,28,False,False,True
O0000363,U000119,M0051,2025-09-03,26.6,True,35,False,False,True
O0000364,U000119,M0112,2025-09-15,14.24,False,19,False,False,False
O0000365,U000120,M0248,2025-11-24,36.61,True,29,False,False,True
O0000366,U000121,M0035,2025-09-18,18.91,True,29,False,False,True
O0000367,U000121,M0032,2025-10-18,23.93,True,51,True,False,False
O0000368,U000121,M0109,2025-11-03,24.29,False,35,False,False,False
O0000369,U000122,M0214,2025-08-08,26.35,True,28,False,False,True
O0000370,U000122,M0188,2025-08-24,19.51,True,44,False,False,False
O0000371,U000123,M0243,2025-11-24,10.15,True,46,True,False,True
O0000372,U000123,M0243,2025-12-17,18.38,False,24,False,False,False
O0000373,U000124,M0142,2025-12-09,14.62,False,30,False,False,True
O0000374,U000124,M0150,2025-12-28,24.96,True,43,False,False,False
O0000375,U000124,M0127,2026-01-09,11.55,False,27,False,True,False
O0000376,U000124,M0157,2026-01-18,18.11,True,44,False,False,False
O0000377,U000124,M0176,2026-02-03,13.73,False,33,False,False,False
O0000378,U000124,M0149,2026-02-14,25.14,True,21,False,False,False
O0000379,U000125,M0060,2025-08-23,37.84,False,43,False,False,True
O0000380,U000125,M0076,2025-09-09,24.66,False,44,False,False,False
O0000381,U000125,M0008,2025-09-30,15.54,False,19,False,False,False
O0000382,U000126,M0164,2026-03-03,25.5,True,35,False,False,True
O0000383,U000127,M0189,2025-11-22,29.84,True,49,True,False,True
O0000384,U000127,M0223,2025-12-06,8.0,False,47,True,False,False
O0000385,U000128,M0166,2026-03-19,28.52,True,26,False,False,True
O0000386,U000128,M0132,2026-03-26,21.22,True,49,True,False,False
O0000387,U000129,M0075,2025-12-22,33.94,True,45,False,False,True
O0000388,U000129,M0058,2025-12-27,10.69,False,30,False,False,False
O0000389,U000129,M0108,2026-01-07,24.57,False,33,False,False,False
O0000390,U000129,M0056,2026-01-15,35.92,False,41,False,False,False
O0000391,U000129,M0021,2026-01-23,26.29,False,35,False,False,False
O0000392,U000129,M0120,2026-02-01,29.59,False,30,False,False,False
O0000393,U000130,M0281,2025-08-17,21.77,True,35,False,False,True
O0000394,U000130,M0272,2025-08-22,45.66,False,43,False,False,False
O0000395,U000130,M0273,2025-09-03,23.69,False,30,False,False,False
O0000396,U000130,M0269,2025-09-14,29.4,False,30,False,False,False
O0000397,U000130,M0279,2025-09-20,29.5,False,25,False,False,False
O0000398,U000130,M0270,2025-09-28,25.37,True,33,False,False,False
O0000399,U000130,M0277,2025-10-06,17.68,True,31,False,False,False
O0000400,U000130,M0281,2025-10-17,17.3,False,31,False,False,False
O0000401,U000130,M0283,2025-10-26,35.33,False,51,True,False,False
O0000402,U000130,M0275,2025-11-05,22.99,False,34,False,False,False
O0000403,U000130,M0283,2025-11-13,35.13,False,43,False,False,False
O0000404,U000130,M0278,2025-11-17,36.49,True,32,False,False,False
O0000405,U000131,M0073,2025-10-18,37.92,False,39,False,False,True
O0000406,U000131,M0012,2025-11-04,23.36,False,39,False,False,False
O0000407,U000132,M0014,2025-12-27,34.68,False,37,False,False,True
O0000408,U000133,M0136,2025-11-13,18.33,True,44,False,False,True
