user_id,metric_month,orders_count,avg_order_value,promo_order_share,avg_delivery_time_min,local_merchant_order_share,days_since_last_order,retained_next_30d,segment_label
U000070,2025-09-01,2,25.06,0.0,38.5,0.5,0,False,light_user
U000071,2026-02-01,1,20.39,1.0,30.0,1.0,5,True,promo_dependent
U000071,2026-03-01,2,17.86,0.5,29.5,1.0,10,False,promo_dependent
U000072,2025-10-01,1,14.83,0.0,25.0,0.0,17,False,one_time
U000073,2026-02-01,1,26.21,1.0,39.0,0.0,0,True,light_user
U000073,2026-03-01,1,20.13,0.0,25.0,0.0,15,False,light_user
U000074,2026-03-01,1,11.54,0.0,43.0,0.0,0,False,one_time
U000075,2026-03-01,1,28.12,1.0,38.0,0.0,0,False,one_time
U000076,2025-10-01,3,27.44,0.33,34.7,0.67,4,True,habitual_user
U000076,2025-11-01,3,27.07,0.0,35.7,1.0,6,True,habitual_user
U000076,2025-12-01,3,21.7,0.33,33.3,0.67,13,False,habitual_user
U000077,2025-08-01,1,10.8,1.0,41.0,0.0,2,True,promo_dependent
U000077,2025-09-01,1,14.09,1.0,22.0,1.0,6,True,promo_dependent
U000077,2025-10-01,1,32.96,0.0,40.0,1.0,16,False,promo_dependent
U000078,2025-12-01,1,34.87,1.0,32.0,1.0,10,False,one_time
U000079,2025-09-01,1,15.04,1.0,49.0,0.0,16,False,one_time
U000080,2025-12-01,1,19.72,1.0,32.0,0.0,8,True,promo_dependent
U000080,2026-01-01,4,22.57,0.5,32.0,1.0,6,True,promo_dependent
U000080,2026-02-01,1,13.71,1.0,46.0,0.0,26,False,promo_dependent
U000081,2025-10-01,1,26.15,1.0,18.0,0.0,27,False,one_time
U000082,2025-11-01,1,32.03,1.0,33.0,1.0,5,True,promo_dependent
U000082,2025-12-01,1,33.38,1.0,34.0,1.0,6,False,promo_dependent
U000083,2025-09-01,2,12.69,0.5,43.5,1.0,1,True,light_user
U000083,2025-10-01,1,30.16,0.0,61.0,1.0,11,True,light_user
U000083,2025-11-01,1,44.64,1.0,39.0,1.0,13,False,light_user
U000084,2025-11-01,1,26.08,1.0,42.0,1.0,9,False,one_time
U000085,2025-07-01,1,31.61,1.0,37.0,0.0,17,True,light_user
U000085,2025-08-01,2,18.11,0.0,36.0,0.0,1,False,light_user
U000086,2025-09-01,1,15.41,0.0,43.0,0.0,2,True,habitual_user
U000086,2025-10-01,4,17.4,0.5,27.8,0.75,2,True,habitual_user
U000086,2025-11-01,3,24.19,0.0,44.0,0.33,8,True,habitual_user
U000086,2025-12-01,3,21.37,0.0,31.3,1.0,14,False,habitual_user
U000087,2025-12-01,1,17.43,0.0,32.0,0.0,17,False,one_time
U000088,2025-09-01,1,21.46,0.0,37.0,1.0,23,True,light_user
U000088,2025-10-01,1,24.56,0.0,57.0,1.0,25,False,light_user
U000089,2026-01-01,1,17.29,0.0,30.0,1.0,1,True,light_user
U000089,2026-02-01,1,12.24,1.0,51.0,1.0,4,False,light_user
U000090,2025-08-01,1,28.48,1.0,34.0,0.0,1,False,one_time
U000091,2026-02-01,1,21.84,1.0,41.0,0.0,16,True,light_user
U000091,2026-03-01,1,18.18,0.0,55.0,1.0,18,False,light_user
U000092,2025-12-01,1,28.0,0.0,33.0,1.0,1,True,light_user
U000092,2026-01-01,1,15.59,0.0,35.0,0.0,21,True,light_user
U000092,2026-02-01,2,25.92,0.0,34.5,0.0,9,False,light_user
U000093,2026-03-01,1,21.13,1.0,48.0,0.0,6,False,one_time
U000094,2025-08-01,3,27.2,0.33,28.0,0.67,7,True,habitual_user
U000094,2025-09-01,3,20.17,0.67,32.3,0.67,7,True,habitual_user
U000094,2025-10-01,3,25.22,0.0,30.7,1.0,9,True,habitual_user
U000094,2025-11-01,3,26.84,0.0,43.7,0.67,5,False,habitual_user
U000095,2025-07-01,1,34.43,0.0,42.0,1.0,4,True,light_user
U000095,2025-08-01,2,24.85,0.0,39.0,1.0,7,False,light_user
U000096,2025-11-01,2,25.86,0.5,30.0,0.5,9,True,light_user
U000096,2025-12-01,2,25.54,0.0,44.5,1.0,4,False,light_user
U000097,2025-07-01,1,15.9,1.0,20.0,0.0,2,True,habitual_user
U000097,2025-08-01,2,20.58,0.0,34.5,0.0,4,True,habitual_user
U000097,2025-09-01,2,25.69,1.0,27.0,0.5,6,True,habitual_user
U000097,2025-10-01,2,15.76,0.5,25.0,0.5,2,False,habitual_user
U000098,2025-07-01,1,18.64,0.0,49.0,1.0,19,True,light_user
U000098,2025-08-01,3,29.79,0.67,32.7,0.67,8,False,light_user
U000099,2025-11-01,1,18.81,0.0,32.0,1.0,1,True,light_user
U000099,2025-12-01,1,26.28,0.0,26.0,0.0,9,True,light_user
U000099,2026-01-01,1,17.41,0.0,38.0,1.0,13,False,light_user
U000100,2025-10-01,1,32.45,1.0,36.0,0.0,12,True,light_user
U000100,2025-11-01,1,10.72,1.0,51.0,1.0,17,True,light_user
U000100,2025-12-01,1,37.92,0.0,26.0,1.0,23,True,light_user
U000100,2026-01-01,1,21.23,0.0,31.0,0.0,26,False,light_user
U000101,2026-01-01,1,26.42,0.0,38.0,1.0,3,False,one_time
U000102,2025-07-01,1,28.11,1.0,37.0,1.0,2,False,one_time
U000103,2026-01-01,3,22.92,0.33,30.3,0.67,3,True,habitual_user
U000103,2026-02-01,2,32.49,0.5,30.5,0.0,12,False,habitual_user
U000104,2026-03-01,2,30.97,0.5,37.0,1.0,21,False,light_user
U000105,2025-12-01,2,16.32,0.5,45.5,1.0,9,False,light_user
U000106,2025-11-01,3,18.42,0.33,39.0,0.33,5,True,habitual_user
U000106,2025-12-01,4,22.06,0.5,33.2,0.75,10,False,habitual_user
U000107,2025-11-01,2,25.6,1.0,44.5,1.0,11,False,promo_dependent
U000108,2025-10-01,2,15.4,0.5,34.5,1.0,13,True,promo_dependent
U000108,2025-11-01,2,12.08,1.0,37.5,1.0,10,True,promo_dependent
U000108,2025-12-01,1,36.21,1.0,42.0,1.0,23,False,promo_dependent
U000109,2025-08-01,1,13.25,1.0,27.0,1.0,5,True,promo_dependent
U000109,2025-09-01,2,20.72,0.5,39.0,0.5,0,False,promo_dependent
U000110,2025-12-01,3,17.82,0.67,33.3,0.33,0,True,promo_dependent
U000110,2026-01-01,2,17.45,1.0,39.0,1.0,0,True,promo_dependent
U000110,2026-02-01,2,21.23,1.0,45.5,1.0,1,False,promo_dependent
U000111,2025-10-01,2,29.15,0.5,33.5,0.5,4,True,habitual_user
U000111,2025-11-01,4,26.66,0.25,38.0,1.0,0,True,habitual_user
U000111,2025-12-01,2,26.2,0.0,46.5,1.0,11,False,habitual_user
U000112,2025-11-01,1,15.51,0.0,22.0,1.0,1,False,one_time
U000113,2025-11-01,1,20.97,1.0,39.0,1.0,6,True,promo_dependent
U000113,2025-12-01,1,29.67,1.0,27.0,0.0,14,True,promo_dependent
U000113,2026-01-01,2,27.38,0.5,38.5,0.5,17,False,promo_dependent
U000114,2025-11-01,1,18.5,0.0,24.0,0.0,26,True,light_user
U000114,2025-12-01,1,8.0,0.0,22.0,0.0,29,False,light_user
U000115,2025-10-01,1,24.35,0.0,49.0,1.0,13,True,habitual_user
U000115,2025-11-01,2,20.98,1.0,39.5,1.0,7,True,habitual_user
U000115,2025-12-01,3,20.6,0.33,34.0,0.67,2,False,habitual_user
U000116,2025-12-01,1,16.8,0.0,41.0,0.0,18,True,light_user
U000116,2026-01-01,2,14.89,0.0,31.5,0.0,13,False,light_user
U000117,2025-07-01,1,17.83,1.0,44.0,1.0,4,True,light_user
U000117,2025-08-01,1,30.91,1.0,33.0,1.0,8,True,light_user
U000117,2025-09-01,2,20.56,0.0,36.5,1.0,11,False,light_user
U000118,2025-09-01,1,24.74,0.0,28.0,0.0,27,False,one_time
U000119,2025-09-01,2,20.42,0.5,27.0,0.5,15,False,light_user
U000120,2025-11-01,1,36.61,1.0,29.0,0.0,6,False,one_time
U000121,2025-09-01,1,18.91,1.0,29.0,0.0,12,True,promo_dependent
U000121,2025-10-01,1,23.93,1.0,51.0,1.0,13,True,promo_dependent
U000121,2025-11-01,1,24.29,0.0,35.0,1.0,27,False,promo_dependent
U000122,2025-08-01,2,22.93,1.0,36.0,0.5,7,False,promo_dependent
U000123,2025-11-01,1,10.15,1.0,46.0,1.0,6,True,light_user
U000123,2025-12-01,1,18.38,0.0,24.0,1.0,14,False,light_user
U000124,2025-12-01,2,19.79,0.5,36.5,0.5,3,True,habitual_user
U000124,2026-01-01,2,14.83,0.5,35.5,0.0,13,True,habitual_user
U000124,2026-02-01,2,19.44,0.5,27.0,0.5,14,False,habitual_user
U000125,2025-08-01,1,37.84,0.0,43.0,1.0,8,True,light_user
U000125,2025-09-01,2,20.1,0.0,31.5,1.0,0,False,light_user
U000126,2026-03-01,1,25.5,1.0,35.0,0.0,28,False,one_time
U000127,2025-11-01,1,29.84,1.0,49.0,0.0,8,True,light_user
U000127,2025-12-01,1,8.0,0.0,47.0,0.0,25,False,light_user
U000128,2026-03-01,2,24.87,1.0,37.5,0.5,5,False,promo_dependent
U000129,2025-12-01,2,22.32,0.5,37.5,1.0,4,True,habitual_user
U000129,2026-01-01,3,28.93,0.0,36.3,0.67,8,True,habitual_user
U000129,2026-02-01,1,29.59,0.0,30.0,1.0,27,False,habitual_user
U000130,2025-08-01,2,33.71,0.5,39.0,0.0,9,True,habitual_user
U000130,2025-09-01,4,26.99,0.25,29.5,0.25,2,True,habitual_user
U000130,2025-10-01,3,23.44,0.33,37.7,0.33,5,True,habitual_user
U000130,2025-11-01,3,31.54,0.33,36.3,0.67,13,False,habitual_user
U000131,2025-10-01,1,37.92,0.0,39.0,0.0,13,True,light_user
U000131,2025-11-01,1,23.36,0.0,39.0,1.0,26,False,light_user
U000132,2025-12-01,1,34.68,0.0,37.0,0.0,4,False,one_time
U000133,2025-11-01,1,18.33,1.0,44.0,0.0,17,True,light_user
U000133,2025-12-01,1,16.52,0.0,27.0,1.0,23,False,light_user
U000134,2025-12-01,1,26.69,1.0,23.0,0.0,23,False,one_time
U000135,2025-11-01,2,15.87,0.5,39.5,0.5,8,True,light_user
U000135,2025-12-01,2,36.26,0.0,34.5,0.5,3,False,light_user
U000136,2025-12-01,1,21.11,0.0,34.0,0.0,11,False,one_time
U000137,2025-11-01,1,47.78,0.0,41.0,1.0,3,True,light_user
U000137,2025-12-01,1,33.33,1.0,39.0,1.0,21,False,light_user
U000138,2026-03-01,1,22.41,0.0,53.0,0.0,0,False,one_time
U000139,2025-09-01,1,32.92,1.0,30.0,1.0,18,False,one_time
U000140,2025-12-01,3,19.93,1.0,41.0,0.33,5,False,promo_dependent
U000141,2026-03-01,1,14.41,0.0,29.0,1.0,0,False,one_time
U000142,2025-12-01,3,22.09,0.67,31.7,1.0,2,True,habitual_user
U000142,2026-01-01,4,24.72,0.5,33.0,0.75,11,False,habitual_user
U000143,2025-09-01,2,22.26,0.5,36.5,0.5,10,True,habitual_user
U000143,2025-10-01,4,35.03,0.5,39.0,0.75,1,True,habitual_user
U000143,2025-11-01,1,32.11,1.0,33.0,1.0,23,False,habitual_user
U000144,2026-03-01,1,38.58,0.0,29.0,0.0,0,False,one_time
U000145,2025-08-01,1,38.4,0.0,46.0,1.0,25,True,light_user
U000145,2025-09-01,1,15.2,0.0,29.0,0.0,25,False,light_user
U000146,2025-07-01,1,25.54,1.0,25.0,1.0,8,True,light_user
U000146,2025-08-01,1,20.71,0.0,41.0,1.0,19,False,light_user
U000147,2025-08-01,1,17.83,1.0,45.0,1.0,6,True,light_user
U000147,2025-09-01,2,29.13,0.0,32.0,0.5,3,False,light_user
U000148,2025-11-01,2,33.14,0.5,28.0,1.0,2,True,habitual_user
U000148,2025-12-01,2,20.2,0.5,27.0,1.0,1,True,habitual_user
U000148,2026-01-01,2,15.6,0.5,32.5,1.0,10,True,habitual_user
U000148,2026-02-01,1,13.34,1.0,54.0,1.0,22,False,habitual_user
U000149,2025-10-01,1,22.71,0.0,28.0,1.0,4,False,one_time
U000150,2026-03-01,2,28.35,1.0,36.5,0.5,2,False,promo_dependent
U000151,2025-11-01,1,30.15,1.0,18.0,1.0,24,True,light_user
U000151,2025-12-01,2,25.86,0.0,50.0,1.0,0,False,light_user
U000152,2025-07-01,1,23.07,1.0,23.0,1.0,14,True,promo_dependent
U000152,2025-08-01,1,16.32,1.0,31.0,1.0,15,True,promo_dependent
U000152,2025-09-01,1,18.36,0.0,29.0,1.0,20,False,promo_dependent
U000153,2025-09-01,1,32.33,0.0,36.0,0.0,4,True,light_user
U000153,2025-10-01,1,16.84,0.0,30.0,1.0,6,False,light_user
U000154,2025-09-01,1,35.17,0.0,32.0,0.0,15,False,one_time
U000155,2025-12-01,1,20.6,0.0,41.0,1.0,4,False,one_time
U000156,2026-02-01,2,20.28,0.5,31.5,1.0,1,True,light_user
U000156,2026-03-01,1,21.97,0.0,30.0,1.0,16,False,light_user
U000157,2025-08-01,1,24.97,1.0,20.0,1.0,16,True,light_user
U000157,2025-09-01,2,26.22,0.0,43.0,0.5,19,False,light_user
U000158,2025-11-01,1,25.27,1.0,40.0,0.0,12,False,one_time
U000159,2026-01-01,1,31.1,1.0,25.0,1.0,6,True,habitual_user
U000159,2026-02-01,4,27.87,0.25,29.0,0.5,0,False,habitual_user
U000160,2026-01-01,1,8.0,0.0,47.0,0.0,24,False,one_time
U000161,2025-10-01,3,28.34,0.33,41.3,1.0,6,True,habitual_user
U000161,2025-11-01,5,28.06,0.4,37.0,0.4,6,True,habitual_user
U000161,2025-12-01,3,33.59,0.0,28.0,1.0,6,True,habitual_user
U000161,2026-01-01,1,15.53,1.0,39.0,1.0,29,False,habitual_user
U000162,2026-02-01,1,24.82,1.0,29.0,1.0,2,True,light_user
U000162,2026-03-01,1,19.02,0.0,34.0,1.0,17,False,light_user
U000163,2025-10-01,2,8.0,0.0,35.0,0.0,15,False,light_user
U000164,2025-10-01,1,8.13,1.0,38.0,0.0,1,True,promo_dependent
U000164,2025-11-01,2,21.54,0.5,37.0,0.0,13,False,promo_dependent
U000165,2025-09-01,1,34.63,0.0,26.0,0.0,8,True,light_user
U000165,2025-10-01,1,14.99,0.0,24.0,1.0,10,True,light_user
U000165,2025-11-01,1,21.52,0.0,31.0,1.0,10,True,light_user
U000165,2025-12-01,1,21.64,0.0,46.0,0.0,18,False,light_user
U000166,2026-03-01,1,39.33,0.0,32.0,0.0,0,False,one_time
U000167,2026-02-01,1,29.69,1.0,21.0,1.0,7,False,one_time
U000168,2025-11-01,1,30.17,1.0,35.0,1.0,20,True,light_user
U000168,2025-12-01,2,31.05,0.0,21.5,1.0,14,False,light_user
U000169,2025-12-01,1,26.7,1.0,32.0,1.0,10,True,light_user
U000169,2026-01-01,2,19.31,0.5,37.0,0.5,2,True,light_user
U000169,2026-02-01,1,13.39,0.0,54.0,0.0,18,False,light_user
U000170,2026-03-01,2,19.82,0.0,30.5,1.0,0,False,light_user
U000171,2026-01-01,1,32.72,0.0,33.0,1.0,21,False,one_time
U000172,2026-03-01,1,10.34,1.0,37.0,0.0,4,False,one_time
U000173,2025-11-01,4,27.18,0.0,39.2,0.0,5,True,habitual_user
U000173,2025-12-01,4,21.49,0.0,28.0,0.25,2,True,habitual_user
U000173,2026-01-01,2,23.06,0.0,28.5,0.5,17,False,habitual_user
U000174,2025-08-01,3,27.05,0.0,27.7,0.33,2,True,habitual_user
U000174,2025-09-01,3,16.12,0.0,44.3,1.0,9,True,habitual_user
U000174,2025-10-01,4,27.67,0.0,30.0,0.75,2,True,habitual_user
U000174,2025-11-01,1,27.91,0.0,35.0,1.0,21,False,habitual_user
U000175,2026-01-01,3,29.45,0.33,39.0,0.33,1,True,habitual_user
U000175,2026-02-01,5,25.7,0.2,33.8,0.8,4,True,habitual_user
U000175,2026-03-01,3,23.27,0.67,43.0,0.67,15,False,habitual_user
U000176,2025-07-01,3,20.22,0.33,35.0,0.67,1,True,promo_dependent
U000176,2025-08-01,3,20.38,1.0,34.3,0.67,4,True,promo_dependent
U000176,2025-09-01,2,19.81,0.5,23.5,0.5,18,False,promo_dependent
U000177,2025-10-01,4,27.68,0.5,38.0,0.0,1,True,habitual_user
U000177,2025-11-01,3,32.56,0.33,29.3,0.33,0,True,habitual_user
U000177,2025-12-01,1,14.35,0.0,32.0,1.0,26,False,habitual_user
U000178,2025-07-01,1,22.42,1.0,44.0,1.0,1,True,habitual_user
U000178,2025-08-01,4,24.35,0.0,28.5,1.0,3,True,habitual_user
U000178,2025-09-01,5,25.73,0.4,37.4,0.8,0,False,habitual_user
U000179,2025-10-01,2,15.8,0.0,41.0,0.5,2,True,habitual_user
U000179,2025-11-01,4,19.39,0.25,32.0,0.5,4,True,habitual_user
U000179,2025-12-01,1,19.22,1.0,31.0,1.0,27,False,habitual_user
U000180,2026-01-01,1,32.49,1.0,25.0,1.0,8,False,one_time
U000181,2026-02-01,2,24.03,0.5,24.5,0.5,0,True,habitual_user
U000181,2026-03-01,3,22.07,0.33,40.0,0.67,2,False,habitual_user
U000182,2025-08-01,1,10.91,0.0,30.0,1.0,5,True,light_user
U000182,2025-09-01,1,24.93,0.0,39.0,1.0,16,False,light_user
U000183,2026-02-01,6,15.37,0.5,37.8,0.67,0,True,habitual_user
U000183,2026-03-01,4,22.77,0.25,38.2,1.0,3,False,habitual_user
U000184,2025-07-01,1,31.27,1.0,18.0,1.0,0,False,one_time
U000185,2026-03-01,2,25.13,0.5,42.5,1.0,1,False,light_user
U000186,2026-03-01,1,19.79,0.0,25.0,0.0,0,False,one_time
U000187,2025-12-01,1,37.1,0.0,44.0,1.0,22,True,light_user
U000187,2026-01-01,1,33.85,0.0,58.0,0.0,28,True,light_user
U000187,2026-02-01,2,13.64,0.5,37.5,0.5,8,False,light_user
U000188,2025-11-01,5,26.98,0.4,41.0,0.8,4,True,habitual_user
U000188,2025-12-01,4,25.1,0.25,43.2,0.75,4,False,habitual_user
U000189,2025-08-01,1,35.52,1.0,43.0,1.0,14,False,one_time
U000190,2026-01-01,3,24.45,0.33,42.3,0.67,1,True,habitual_user
U000190,2026-02-01,3,18.65,0.0,30.3,0.67,1,True,habitual_user
U000190,2026-03-01,3,22.02,0.0,50.3,0.67,3,False,habitual_user
U000191,2025-10-01,1,36.14,0.0,43.0,0.0,18,False,one_time
U000192,2025-08-01,1,20.89,1.0,33.0,1.0,22,False,one_time
